Site;TipoNome;Estado;Municipio;Endereço;Técnico;Matrícula;Dono;Ano_Mes;id_anomes_site
RCE 205;CDMA;PE;RECIFE;R OURO VERDE, 49 ZONA RURAL;;0.0;CLARO;202210;202210RCE 205
RCE 111;CDMA;PE;RECIFE;R JOSELANDIA, 342 AFOGADOS;;0.0;TIM;202210;202210RCE 111
RCE 104;CDMA;PE;RECIFE;AV GOVERNADOR AGAMENON MAGALHAES, 1114 GRACAS;;0.0;Embratel;202210;202210RCE 104
RCE 122;CDMA;PE;RECIFE;R GARANHUNS, S/N JORDAO;;0.0;Embratel;202210;202210RCE 122
RCE 112;CDMA;PE;RECIFE;R DNA ROSA DA FONSECA, 12 CASA AMARELA;;0.0;Embratel;202210;202210RCE 112
RCE 171;CDMA;PE;RECIFE;TV TRAVESSA SIRIJI, 36 ALTO DO MANDU;;0.0;Embratel;202210;202210RCE 171
RCE 120;CDMA;PE;RECIFE;AV IBURA, S/N IBURA;;0.0;Embratel;202210;202210RCE 120
RCE 113;CDMA;PE;RECIFE;R IMP DOM PEDRO II, S/N SANTO ANTONIO;;0.0;Embratel;202210;202210RCE 113
RCE 108;CDMA;PE;RECIFE;R DIAS COELHO, 107 ESPINHEIRO;;0.0;Embratel;202210;202210RCE 108
RCE 114;CDMA;PE;RECIFE;TV CB EUTROPIO, 62 ILHA JOANA BEZERRA;;0.0;Embratel;202210;202210RCE 114
RCE 102;CDMA;PE;RECIFE;R CHARLES DARWIN, 168 BOA VIAGEM;;0.0;Embratel;202210;202210RCE 102
RCE 159;CDMA;PE;RECIFE;R PALMEIRA, 100 BARRO;;0.0;T4U;202210;202210RCE 159
RCE 101;CDMA;PE;RECIFE;R PADRE BERNARDINO PESSOA, 148 BOA VIAGEM;;0.0;Embratel;202210;202210RCE 101
RCE 107;CDMA;PE;RECIFE;R ESBERARD, 243 CAMPO GRANDE;;0.0;Embratel;202210;202210RCE 107
RCE 124;CDMA;PE;RECIFE;AV NORTE, 3476 MANGABEIRA;;0.0;Embratel;202210;202210RCE 124
RCE 115;CDMA;PE;RECIFE;R ALMEIDA CUNHA, 336 SANTO AMARO;;0.0;Embratel;202210;202210RCE 115
RCE 119;CDMA;PE;RECIFE;R ALVORADA, S/N IPSEP;;0.0;Embratel;202210;202210RCE 119
RCE 157;CDMA;PE;RECIFE;R TOTA VENTURA, S/N TORROES;;0.0;T4U;202210;202210RCE 157
RCE 105;CDMA;PE;RECIFE;R VILA TEIMOSA, 218 PINA;;0.0;Embratel;202210;202210RCE 105
RCE 123;CDMA;PE;RECIFE;R BELARMINO CARNEIRO, 140 MADALENA;;0.0;Embratel;202210;202210RCE 123
NTL 203;CDMA;RN;NATAL;R DOS PAJEUS, 1831 ALECRIM;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL 203
MRO 212;CDMA;RN;MOSSORÓ;AVENIDA CUNHA DA MOTA, S/N ALTO DA CONCEIÇÃO;Ricardo Bezerra Silva;92279287.0;CLARO;202210;202210MRO 212
MRO 211;CDMA;RN;MOSSORÓ;AVENIDA PRESIDENTE DUTRA, S/N ALTO DE SÃO MANOEL;Daniel Cruz Pereira;92278831.0;CLARO;202210;202210MRO 211
PWM 410;CDMA;RN;PARNAMIRIM;AVENIDA GETÚLIO VARGAS, 435 CENTRO;Evandro Soares Cavalcanti;93269911.0;CLARO;202210;202210PWM 410
PWM 411;CDMA;RN;PARNAMIRIM;RUA SÃO VICENTE, 288 ROSA DOS VENTOS;Evandro Soares Cavalcanti;93269911.0;CLARO;202210;202210PWM 411
NTL 208;CDMA;RN;NATAL;RUA DAS TÍLIAS, 2150 PITIMBU;Ronaldo Rodrigues da Cruz;93275423.0;COMPARTILHADO;202210;202210NTL 208
NTL 205;CDMA;RN;NATAL;TV ADOLFO GORDO, 18 CIDADE DA ESPERANCA;Ronaldo Rodrigues da Cruz;93275423.0;COMPARTILHADO;202210;202210NTL 205
NTL 224;CDMA;RN;NATAL;AVENIDA POETA RENATO CALDAS, 567 LAGOA AZUL;Evandro Soares Cavalcanti;93269911.0;CLARO;202210;202210NTL 224
NTL 225;CDMA;RN;NATAL;RUA ILHÉUS, 2981 POTENGI;Evandro Soares Cavalcanti;93269911.0;CLARO;202210;202210NTL 225
NTL 200;CDMA;RN;NATAL;R JUNDIAI, 383 TIROL;Josenardo Alencar Bezerra;32001238.0;COMPARTILHADO;202210;202210NTL 200
NTL 201;CDMA;RN;NATAL;R JOAO XXIII, 227 MAE LUIZA;Ronaldo Rodrigues da Cruz;93275423.0;Embratel;202210;202210NTL 201
TSA 209;CDMA;PI;TERESINA;AV DIB JOAO TAJRA, 2465 COLORADO;;0.0;TIM;202210;202210TSA 209
TSA 219;CDMA;PI;TERESINA;R DONA FRANCISCA CLAUDINO, 785 DISTRITO INDUSTRIAL;;0.0;ATC;202210;202210TSA 219
TSA 213;CDMA;PI;TERESINA;AV HENRY WALL DE CARVALHO, 5745 TRIUNFO;;0.0;SITE SHARING;202210;202210TSA 213
TSA 216;CDMA;PI;TERESINA;R PROF. MARIETA PEREIRA MARTINS, S/N SOCOPO;;0.0;VIVO;202210;202210TSA 216
TSA 203;CDMA;PI;TERESINA;R PEDRO VIANA, S/N SANTA ROSA;;0.0;ViIVO;202210;202210TSA 203
TSA 211;CDMA;PI;TERESINA;R TEN TADEU, S/N SANTO ANTONIO;;0.0;TIM;202210;202210TSA 211
TSA 206;CDMA;PI;TERESINA;R BONIFACIO DE CARVALHO, S/N MORADA DO SOL;;0.0;Embratel;202210;202210TSA 206
TSA 207;CDMA;PI;TERESINA;R ALENCAR VIEIRA, 2591 ITARARE;;0.0;Embratel;202210;202210TSA 207
TSA 208;CDMA;PI;TERESINA;R VEREADOR EMILIO OMMATI, 2218 SAO RAIMUNDO;;0.0;Embratel;202210;202210TSA 208
TSA 214;CDMA;PI;TERESINA;R TEN LUIS SIMPLICIO, 150 AGUA MINERAL;;0.0;Embratel;202210;202210TSA 214
TSA 200;CDMA;PI;TERESINA;R BENJAMIN BAPTISTA, 1537 VERMELHA;;0.0;Embratel;202210;202210TSA 200
TSA 204;CDMA;PI;TERESINA;R ANGELICA, 2150 JOQUEI;;0.0;Embratel;202210;202210TSA 204
ALABA01;Claro;AL;ÁGUA BRANCA;RUA SANTO EXPEDITO, S/N SERRA DAS FLORES;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALABA01
ALAIR01;Claro;AL;ARAPIRACA;RUA MAURÍCIO PEREIRA, S/N CENTRO;Noaldo Campos Souza;92049200.0;CLARO;202210;202210ALAIR01
ALAIR02;Claro;AL;ARAPIRACA;RUA ANA ROSA DE OLIVEIRA, S/N SÃO LUIZ II;Noaldo Campos Souza;92049200.0;CLARO;202210;202210ALAIR02
ALAIR03;Claro;AL;ARAPIRACA;RUA PROJETADA, 218 JARDIM TROPICAL;Noaldo Campos Souza;92049200.0;CLARO;202210;202210ALAIR03
ALAIR04;Claro;AL;ARAPIRACA;RUA JOSÉ NUNES CARNAÚBA, 154 SANTA ESMERALDA;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR04
ALAIR05;Claro;AL;ARAPIRACA;TERRENO SÃO FRANCISCO, S/N JARDIM ESPERANÇA;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR05
ALAIR07;Claro;AL;ARAPIRACA;RUA SAMARITANA, 1185 SANTA EDWIGES;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR07
ALAIR08;Claro;AL;ARAPIRACA;RODOVIA AL 220, S/N ZONA RURAL;Noaldo Campos Souza;92049200.0;CLARO;202210;202210ALAIR08
ALAIR10;Claro;AL;ARAPIRACA;RUA VEREADOR JOÃO SATURNINO DE ALMEIDA, S/N BOA VISTA;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR10
ALAIR11;Claro;AL;ARAPIRACA;AV NORTE NORDESTE, S/N NOVA ESPERANÇA;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR11
ALAIR12;Claro;AL;ARAPIRACA;RUA JOSÉ RODRIGUES LIMA, S/N PADRE ANTONIO LIMA NETO;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR12
ALAIR13;Claro;AL;ARAPIRACA;RUA SEVERINO BORGES, S/N MANOEL TELES;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR13
ALAIR14;Claro;AL;ARAPIRACA;R APRÍGIO JACINTO, 129 ALTO DO CRUZEIRO;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR14
ALAIR15;Claro;AL;ARAPIRACA;RUA MARINÊS NUNES DOS SANTOS, S/N SANTA EDWIGES;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR15
ALAIR16;Claro;AL;ARAPIRACA;R GILBERTO FELIX DE MENEZES, 17 SENADOR ARNON DE MELO;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR16
ALAIR17;Claro;AL;ARAPIRACA;RUA AMÉLIA NUNES CORREIA, S/N MASSARANDUBA;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR17
ALAIR18;Claro;AL;ARAPIRACA;RUA MANOEL DOMINGOS DE FARIAS, S/N BRASILIA;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIR18
ALAIR90;Claro;AL;ARAPIRACA;RUA FERNANDES LIMA, 59 CENTRO;Noaldo Campos Souza;92049200.0;INDETERMINADO;202210;202210ALAIR90
ALAIRI1;Claro;AL;ARAPIRACA;RUA JOSÉ LEITE BEZERRA, S/N SANTA EDWIRGES;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALAIRI1
ALATL01;Claro;AL;ATALAIA;MORRO DE ATALAIA, S/N ZONA RURAL;Edewaldo Da Silva Feitosa;32005260.0;COMPARTILHADO;202210;202210ALATL01
ALATL02;Claro;AL;ATALAIA;FAZENDA BOA VISTA, S/N ZONA RURAL;Edewaldo Da Silva Feitosa;32005260.0;CLARO;202210;202210ALATL02
ALBDG01;Claro;AL;BARRA DE SÃO MIGUEL;LOTEAMENTO RIVIERA DA BARRA, S/N CENTRO;Edewaldo Da Silva Feitosa;32005260.0;CLARO;202210;202210ALBDG01
ALBDG02;Claro;AL;BARRA DE SÃO MIGUEL;RUA ANISIO MONTEIRO BORGES, S/N CENTRO;Edewaldo Da Silva Feitosa;32005260.0;COMPARTILHADO;202210;202210ALBDG02
ALBDG03;Claro;AL;BARRA DE SÃO MIGUEL;AV MOEMA CAVALCANTE BASTOS, 1109 CENTRO;Edewaldo Da Silva Feitosa;32005260.0;COMPARTILHADO;202210;202210ALBDG03
ALBLH01;Claro;AL;BATALHA;AVENIDA GOVERNADOR MUNIZ FALCÃO, 294 CENTRO;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALBLH01
ALBLHR1;Claro;AL;PÃO DE AÇÚCAR;FAZ REDENÇÃO, S/N ZONA RURAL;;0.0;CLARO;202210;202210ALBLHR1
ALBLM90;Claro;AL;BELÉM;FAZENDA LIMÃO, S/N ZONA RURAL;Noaldo Campos Souza;92049200.0;CLARO;202210;202210ALBLM90
ALBLX01;Claro;AL;BELÉM;RUA PEDRO MONTEIRO, S/N ZONA RURAL;Noaldo Campos Souza;92049200.0;CLARO;202210;202210ALBLX01
ALBNA02;Claro;AL;BARRA DE SANTO ANTÔNIO;RUA PROJETADA, S/N CENTRO;Pedro Avelino Dos Santos Junior;32003625.0;COMPARTILHADO;202210;202210ALBNA02
ALBOD01;Claro;AL;BOCA DA MATA;RUA GENAURO VIEIRA DE ALMEIDA, S/N CENTRO;Edewaldo Da Silva Feitosa;32005260.0;CLARO;202210;202210ALBOD01
ALCAS01;Claro;AL;MACEIÓ;RUA COLÉGIO GUIDO DE FONTGALAND, 21 JACINTINHO;Pedro Avelino Dos Santos Junior;32003625.0;CLARO;202210;202210ALCAS01
ALCAS02;Claro;AL;MACEIÓ;AVENIDA PRESIDENTE GETÚLIO VARGAS, S/N SERRARIA;MAXUEL DA COSTA VIEIRA;93269412.0;CLARO;202210;202210ALCAS02
ALCAS03;Claro;AL;MACEIÓ;RUA PROFESSORA NOEMIA GAMA RAMALHO, S/N JACARECICA;Pedro Avelino Dos Santos Junior;32003625.0;CLARO;202210;202210ALCAS03
ALCAS05;Claro;AL;MACEIÓ;AVENIDA MESSIAS, 35 BENEDITO BENTES;MAXUEL DA COSTA VIEIRA;93269412.0;CLARO;202210;202210ALCAS05
ALCAS06;Claro;AL;MACEIÓ;TRAVESSA JUCA SAMPAIO, S/N BARRO DURO;Pedro Avelino Dos Santos Junior;32003625.0;COMPARTILHADO;202210;202210ALCAS06
ALCAS08;Claro;AL;MACEIÓ;RUA DOUTOR HENRIQUE EQUELMAN, 139 CRUZ DAS ALMAS;Pedro Avelino Dos Santos Junior;32003625.0;CLARO;202210;202210ALCAS08
ALCAS09;Claro;AL;MACEIÓ;RUA NILO PECANHA TORRES, S/N FAROL;Pedro Avelino Dos Santos Junior;32003625.0;COMPARTILHADO;202210;202210ALCAS09
ALCAS10;Claro;AL;MACEIÓ;RUA ANTONIO JOAQUIM DE OLIVEIRA, S/N JACINTINHO;Pedro Avelino Dos Santos Junior;32003625.0;Compartilhado;202210;202210ALCAS10
ALCAS11;Claro;AL;MACEIÓ;AVENIDA DEZENOVE DE SETEMBRO, 21 IPIOCA;Pedro Avelino Dos Santos Junior;32003625.0;CLARO;202210;202210ALCAS11
ALCAS13;Claro;AL;MACEIÓ;RUA SÃO DOMINGOS, 340 JACINTINHO;Pedro Avelino Dos Santos Junior;32003625.0;COMPARTILHADO;202210;202210ALCAS13
ALCAS14;Claro;AL;MACEIÓ;TRAVESSA SÃO CARLOS, S/N SERRARIA;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCAS14
ALCAS16;Claro;AL;MACEIÓ;RUA RUA PROJETADA, S/N BARRO DURO;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCAS16
ALCAS17;Claro;AL;MACEIÓ;R ANÉSIO PEREIRA BASTOS, 25 JACINTINHO;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCAS17
ALCAS18;Claro;AL;MACEIÓ;RUA DESEMBARGADOR HÉLIO CABRAL, S/N FEITOSA;Pedro Avelino Dos Santos Junior;32003625.0;COMPARTILHADO;202210;202210ALCAS18
ALCAS20;Claro;AL;MACEIÓ;AVENIDA GENERAL LUIZ DE FRANÇA ALBUQUERQUE, S/N GARÇA TORTA;Pedro Avelino Dos Santos Junior;32003625.0;COMPARTILHADO;202210;202210ALCAS20
ALCAS21;Claro;AL;MACEIÓ;AV COMENDADOR GUSTAVO PAIVA, 5216 CRUZ DAS ARMAS;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCAS21
ALCAS22;Claro;AL;MACEIÓ;ROD AL 101, S/N JACARECICA;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCAS22
ALCAS23;Claro;AL;MACEIÓ;R 6, S/N SERRARIA;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCAS23
ALCAS24;Claro;AL;MACEIÓ;AV PRESIDENTE GETÚLIO VARGAS, 223 SERRARIA;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCAS24
ALCAS25;Claro;AL;MACEIÓ;ROD AL 101 NORTE, SN JACARECICA;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCAS25
ALCAS26;Claro;AL;MACEIÓ;ROD AL 101 NORTE, S/N GUAXUMA;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCAS26
ALCASI1;Claro;AL;MACEIÓ;AVENIDA COMENDADOR GUSTAVO PAIVA, 5945 CRUZ DAS ALMAS;Pedro Avelino Dos Santos Junior;32003625.0;CLARO;202210;202210ALCASI1
ALCBH01;Claro;AL;CACIMBINHAS;RUA CLARINDO AMORIM, S/N CENTRO;Noaldo Campos Souza;92049200.0;CLARO;202210;202210ALCBH01
ALCGN01;Claro;AL;CAMPO GRANDE;AV SENADOR RUI PALMEIRA, 1 CENTRO;Noaldo Campos Souza;92049200.0;;202210;202210ALCGN01
ALCHK01;Claro;AL;CHÃ PRETA;FAZENDA CHÃ PRETA, S/N ZONA RURAL;Edewaldo Da Silva Feitosa;32005260.0;CLARO;202210;202210ALCHK01
ALCLI01;Claro;AL;MACEIÓ;RUA MANOEL LUIZ SANTANA, 113 TABULEIRO DOS MARTINS;MAXUEL DA COSTA VIEIRA;93269412.0;CLARO;202210;202210ALCLI01
ALCLI02;Claro;AL;MACEIÓ;RUA D, S/N CIDADE UNIVERSITARIA;MAXUEL DA COSTA VIEIRA;93269412.0;CLARO;202210;202210ALCLI02
ALCLI03;Claro;AL;MACEIÓ;AVENIDA FERNANDES LIMA, 3404 GRUTA DE LOURDES;MAXUEL DA COSTA VIEIRA;93269412.0;CLARO;202210;202210ALCLI03
ALCLI04;Claro;AL;MACEIÓ;RUA DR CARLOS GOMES DE BARROS, S/N FEITOSA;MAXUEL DA COSTA VIEIRA;93269412.0;CLARO;202210;202210ALCLI04
ALCLI05;Claro;AL;MACEIÓ;RUA ANTONIO PROCÓPIO, S/N PINHEIRO;Edewaldo Da Silva Feitosa;32005260.0;CLARO;202210;202210ALCLI05
ALCLI06;Claro;AL;MACEIÓ;TRAVESSA 1ª JERUSALÉM, S/N CLIMA BOM;Edewaldo Da Silva Feitosa;32005260.0;CLARO;202210;202210ALCLI06
ALCLI07;Claro;AL;MACEIÓ;RUA MIGUEL PALMEIRA, 903 FAROL;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALCLI07
ALCLI08;Claro;AL;MACEIÓ;RUA CABO GASTON LIMA E SILVA, 280 JARDIM PETROPOLIS I;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALCLI08
ALCLI09;Claro;AL;MACEIÓ;RUA PAJUÇARA, 121 CIDADE UNIVERSITÁRIA;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI09
ALCLI10;Claro;AL;MACEIÓ;RUA DAS PALMEIRAS, 172 CHA DE BEBEDOURO;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALCLI10
ALCLI11;Claro;AL;MACEIÓ;RUA EMPRESÁRIO JORGE MONTENEGRO BARROS, S/N BARRO DURO;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI11
ALCLI12;Claro;AL;MACEIÓ;AVENIDA MENINO MARCELO, S/N SERRARIA;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI12
ALCLI13;Claro;AL;RIO LARGO;LOTEAMENTO ASA DOS VENTOS, S/N LOTEAMENTO DOS PALMARES;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI13
ALCLI14;Claro;AL;MACEIÓ;RUA MANOEL AFONSO DE MELO, 33 SANTA LÚCIA;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALCLI14
ALCLI15;Claro;AL;MACEIÓ;RUA JOAO DANTAS BARRETO, S/N GRUTA DE LOURDES;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI15
ALCLI17;Claro;AL;MACEIÓ;RUA PIAÇABUÇU, S/N CANAÃ;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALCLI17
ALCLI18;Claro;AL;MACEIÓ;AVENIDA POETA LUIZ GONZAGA BARROSO, 120 CLIMA BOM;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALCLI18
ALCLI20;Claro;AL;MACEIÓ;QUADRA M LOTEAMENTO DURVILLE, S/N CLIMA BOM;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI20
ALCLI21;Claro;AL;MACEIÓ;QUADRA F LOTEAMENTO BETEL, S/N SANTOS DUMONT;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI21
ALCLI22;Claro;AL;MACEIÓ;RUA A-21, 340 BENEDITO BENTES;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI22
ALCLI23;Claro;AL;MACEIÓ;AVENIDA LOURIVAL MELO MOTA, 5265 SANTOS DUMONT;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALCLI23
ALCLI24;Claro;AL;MACEIÓ;LOTEAMENTO POUSO DA GARÇA, S/N TABULEIRO DOS MARTINS;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI24
ALCLI28;Claro;AL;MACEIÓ;RUA B, S/N TABULEIRO DOS MARTINS;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALCLI28
ALCLI30;Claro;AL;MACEIÓ;AVENIDA VEREADOR DARIO MARSIGLIA, 255 TABULEIRO DOS MARTINS;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI30
ALCLI35;Claro;AL;MACEIÓ;RUA DESEMBARGADOR CARLOS GUSMÃO, 20 TABULEIRO DO MARTINS;MAXUEL DA COSTA VIEIRA;93269412.0;INDETERMINADO;202210;202210ALCLI35
ALCLI36;Claro;AL;MACEIÓ;Q D, S/N RIO NOVO;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCLI36
ALCLI38;Claro;AL;MACEIÓ;AV MAJOR CÍCERO DE GOES MONTEIRO, S/N MUTANGE;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCLI38
ALCLI39;Claro;AL;MACEIÓ;R PROJETADA, S/N ANTARES;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCLI39
ALCLI40;Claro;AL;MACEIÓ;ALAMEDA EDILSON DE ALCÂNTARA, S/N PETROPOLIS;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI40
ALCLI41;Claro;AL;MACEIÓ;R PROJETADA E, 03 CIDADE UNIVERSITÁRIA;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI41
ALCLI42;Claro;AL;MACEIÓ;R PROJETADA N, QUADRA G, LOTE 1 ANTARES;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI42
ALCLI43;Claro;AL;MACEIÓ;AV GOVERNADOR LUIZ CAVALCANTE, S/N TABULEIRO DOS MARTINS;Edewaldo Da Silva Feitosa;32005260.0;COMPARTILHADO;202210;202210ALCLI43
ALCLI44;Claro;AL;MACEIÓ;CJ TABULEIRO DOS MARTINS I, S/N CIDADE UNIVERSITÁRIA;Edewaldo Da Silva Feitosa;32005260.0;COMPARTILHADO;202210;202210ALCLI44
ALCLI45;Claro;AL;MACEIÓ;RUA JABORANDI, 14 CIDADE UNIVERSITÁRIA;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI45
ALCLI46;Claro;AL;MACEIÓ;RUA NOVO HORIZONTE, S/N BENEDITO BENTES;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI46
ALCLI47;Claro;AL;MACEIÓ;R A, 111 BENEDITO BENTES;Edewaldo Da Silva Feitosa;32005260.0;COMPARTILHADO;202210;202210ALCLI47
ALCLI48;Claro;AL;MACEIÓ;RODOVIA BR 104, S/N TABULEIRO DO PINTO;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;COMPARTILHADO;202210;202210ALCLI48
ALCLI90;Claro;AL;MACEIÓ;RUA ARSÊNIO FORTES, S/N PINHEIROS;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;INDETERMINADO;202210;202210ALCLI90
ALCLII1;Claro;AL;RIO LARGO;RODOVIA BR 101, S/N TABULEIRO DO PINTO;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALCLII1
ALCLR01;Claro;AL;CAMPO ALEGRE;RUA JOÃO SIMEÃO, S/N CENTRO;Edewaldo Da Silva Feitosa;32005260.0;CLARO;202210;202210ALCLR01
ALCLR02;Claro;AL;CAMPO ALEGRE;AVENIDA PREFEITO JORGE CAVALCANTE MADEIRO, 1002 CENTRO;Edewaldo Da Silva Feitosa;32005260.0;CLARO;202210;202210ALCLR02
ALCOL01;Claro;AL;COLÔNIA LEOPOLDINA;RUA PROJETADA, S/N ZONA RURAL;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALCOL01
ALCPA01;Claro;AL;CAPELA;RUA HORÁCIO GOMES DE MELO, S/N CENTRO;Edewaldo Da Silva Feitosa;32005260.0;COMPARTILHADO;202210;202210ALCPA01
ALCPE01;Claro;AL;CAMPESTRE;RUA MINISTRO LINDOLFO COLOR, S/N CENTRO;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALCPE01
ALCUI01;Claro;AL;CORURIPE;RUA PRIMEIRO DE MARÇO, S/N ALTO DO CRUZEIRO;MAXUEL DA COSTA VIEIRA;93269412.0;CLARO;202210;202210ALCUI01
ALCUI02;Claro;AL;CORURIPE;RUA CAMBOA, 16 PONTAL DO CORURIPE;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCUI02
ALCUI03;Claro;AL;CORURIPE;RUA MONTE FELIX, S/N CENTRO;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCUI03
ALCUI04;Claro;AL;CORURIPE;RUA LUIZ SERAPIÃO SIMÕES, 74 VER LUIZ DE CASTRO AZEVEDO;MAXUEL DA COSTA VIEIRA;93269412.0;CLARO;202210;202210ALCUI04
ALCUI06;Claro;AL;CORURIPE;AVENIDA HELVIO DE CASTRO REIS, 689 VASSOURAS;MAXUEL DA COSTA VIEIRA;93269412.0;CLARO;202210;202210ALCUI06
ALCUI11;Claro;AL;CORURIPE;PRAÇA DOUTOR LIMA CASTRO, S/N CENTRO;;0.0;INDETERMINADO;202210;202210ALCUI11
ALCUIR1;Claro;AL;CORURIPE;OUTROS USINA CORURIPE, S/N ZONA RURAL;MAXUEL DA COSTA VIEIRA;93269412.0;COMPARTILHADO;202210;202210ALCUIR1
ALDGA01;Claro;AL;DELMIRO GOUVEIA;RUA DEPUTADO ANTENOR SERPA, S/N CENTRO;Noaldo Campos Souza;92049200.0;COMPARTILHADO;202210;202210ALDGA01
ALFAR01;Claro;AL;MACEIÓ;RUA DESEMBARGADOR TENÓRIO, 225 FAROL;OCTAVIO AUGUSTO NOBREGA ALBUQUERQUE;163996.0;CLARO;202210;202210ALFAR01
ALFAR02;Claro;AL;MACEIÓ;TRAVESSA BONFIM, 1038 POÇO;MAXUEL DA COSTA VIEIRA;93269412.0;CLARO;202210;202210ALFAR02
